title,views,log_views,exclamation,question,bleep_censor,pos_VBD,pos_NN,pos_POS,pos_JJ,pos_IN,pos_.,pos_VBN,pos_DT,pos_:,pos_NNS,pos_VB,pos_TO,pos_-NONE-,pos_VBZ,pos_VBP,pos_'',pos_RB,pos_NNP,pos_MD,pos_RP,pos_PRP,pos_VBG,pos_CD,pos_WRB,pos_$,pos_CC,"pos_,",pos_WP,pos_RBS,pos_PRP$,pos_WDT,pos_JJR,pos_#,pos_JJS,pos_EX,pos_RBR,pos_LS,pos_PDT,pos_``,pos_WP$
"Obama: 500,000 Obamacare Enrollees So Far In December",5468,8.60666819784384,0,0,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'Men's Rights' Activists Flood California College With Fake Sexual Assault Reports,6291,8.74687531957003,0,0,0,0,5,2,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obama On Obamacare Rollout: 'We Screwed It Up',3718,8.220941168281389,0,0,0,1,2,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obama: Sochi Olympics Delegation 'Speaks For Itself',3029,8.015987811027237,0,0,0,0,3,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obamas Begin Hawaiian Vacation,1854,7.5251007461257995,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Udall: Time To End NSA 'Status Quo',503,6.220590170099739,0,0,0,0,5,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah Gay Couple Gets Married Within Hour Of Court Striking Down Ban,5532,8.618304692784651,0,0,0,0,5,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Obama Says It Again: No Negotiating On The Debt Ceiling,2721,7.908754738783246,0,0,0,0,4,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho Pol Says Controversy Helped Sell Tickets To His 'Duck Dynasty' Fundraiser,7855,8.96890555068972,0,0,0,0,6,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Houston's Openly Lesbian Mayor Not Surprised By TX Gay Marriage Ruling,1932,7.566311014772463,0,0,0,0,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Reid, McConnell To Meet With Israeli PM Netanyahu",357,5.877735781779639,0,0,0,1,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PHOTOS: Gay Couples Rush To Marry After Judge Strikes Down Utah Ban,3377,8.124743020385568,0,0,0,0,4,0,0,2,0,0,0,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Florida Teen Accidentally Shoots Himself, Lies To Police About It",942,6.848005274576362,0,0,0,0,1,0,0,1,0,1,0,0,2,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Politifact Gives Gov. Christie 'Pants On Fire' Rating For Claim About Traffic Scandal,11901,9.38437770918244,0,0,0,0,7,0,1,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Kerry: US Acting Like A 'Poor Nation',3358,8.119100837637486,0,0,0,0,3,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mayor Disputes Christie's Claim That Officials Weren't Notified Of Bridge Traffic,27524,10.222813630322369,0,0,0,1,4,1,0,2,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King: Obama Should Defend The NSA,675,6.51471269087253,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loss In Family Brought Inhofe Closer To His Democratic Colleagues,18905,9.847181716325032,0,0,0,0,5,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Manchin: Dem Senate Majority 'Weighing Heavy' On Obamacare,3911,8.271548374755515,0,0,0,0,6,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchin On Gun Control: People Distrust Government (VIDEO),614,6.419994928147143,0,0,0,0,4,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Report: Plane Slides Off Taxiway At Detroit Metro Airport,604,6.403574197934816,0,0,0,0,6,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYT's Carr: '60 Minutes' NSA Segment Was A 'Friendly Infomercial',3682,8.211211361793023,0,0,0,1,4,1,2,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia and Georgia: The Battle for DC,2159,7.677400430514807,0,0,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susan Rice Doesn't Regret Benghazi Interviews,618,6.42648845745769,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susan Rice Doesn't Regret Benghazi Interviews,90,4.499809670330264,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WATCH: Spacewalk For Repairs At International Space Station,740,6.606650186198214,0,0,0,0,4,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poll: Support For Obamacare Dips To Record Low,5599,8.630343289348893,0,0,0,0,3,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Army Removes 588 Troops From 'Positions Of Trust' After Sexual Assault Review,1543,7.341483852363161,0,0,0,0,3,0,1,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Poll Finds Christie's Numbers Underwater For First Time,5324,8.579980179515003,0,0,0,0,3,1,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ Dem: Every Second Brewer Waits To Veto Anti-Gay Bill Is 'Black Mark',1112,7.013915474810528,0,0,0,0,5,0,3,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYPD Commissioner Ray Kelly To Join Council On Foreign Relations,396,5.9814142112544815,0,0,0,0,4,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona Child Dies After Shooting Himself With Father's Misplaced Gun,3215,8.075582636671719,0,0,0,1,3,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wash. State Rep. Calls Arizona 'Racist Wasteland' After NFL Loss,13974,9.544953739112396,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Year-Old Girl Dies After Accidental Shooting During Target Practice,6472,8.775240458738327,0,0,0,0,4,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Report: Insurers Asked To Give People More Time To Enroll in Obamacare,600,6.396929655216146,0,0,0,1,3,0,0,1,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"In Spirit Of Festivus, Rand Paul Tweets Grievances",8491,9.046762057999363,0,0,0,0,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah Asks Federal Appeals Court To Block Same-Sex Marriage Decision,2796,7.935945103353701,0,0,0,0,4,0,2,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia: Gay Athletes 'The Business Of The Country That Sends Them' To Olympics,1434,7.268223021159565,0,0,0,0,4,0,1,2,0,0,1,1,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah County Holds Off On Same-Sex Licenses Before Clarification,1144,7.042286171939742,0,0,0,0,3,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerry Headed Back To Middle East For Peace Talks,501,6.2166061010848646,0,0,0,1,2,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Report: Obama To Sign Up For Health Care By Day's End,664,6.498282149476434,0,0,0,0,6,1,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Poll: Christie, Clinton Neck And Neck In 2016",2029,7.615298339825815,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tea Party Group Hits First-Term Dems On The 'Big Lie' Of Obamacare,5394,8.593042503699673,0,0,0,0,5,0,2,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Stockman: 'Liberal Tears' Are The Best Gun Lubricant,15296,9.635346635291183,0,0,0,0,4,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
John Kerry Says Arizona's Anti-Gay Law Is On Uganda's Level,967,6.874198495453294,0,0,0,0,6,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Report: Administration Gives Wiggle Room On Obamacare Deadline,1066,6.97166860472579,0,0,0,0,5,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Judge Allows Utah To Continue Issuing Same-Sex Licenses,5834,8.671458150427666,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biden Says Running For President Would Ruin His Golf Game,919,6.823286122355688,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14-Year-Old Shot In Face In Reported Accident,2819,7.944137491114112,0,0,0,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cruz Preparing To Renounce Canadian Citizenship,6233,8.737613036808849,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
County Clerk's Office Closes Pending Review Of Utah Gay Marriage Ruling,1268,7.145196134997171,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boehner Bashes Groups That 'Raise Money By Beating Up On Me And Others',1252,7.132497551660045,0,0,0,0,3,1,0,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Effort To Ban Gay Players From NFL Draws Little Support -- Not Even From Steve King,2695,7.899153483343098,0,0,0,0,5,0,1,2,0,0,0,1,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ted Cruz To Speak at Gridiron Dinner,936,6.841615476477593,0,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Ad Hits House GOP On Unemployment Insurance,1169,7.063903961472068,0,0,0,0,4,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"California Obamacare Enrollment Tops 400,000",4388,8.38662882139512,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Million People Visited HealthCare.gov Ahead Of Deadline,7609,8.937087036176523,0,0,0,1,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GOPer Clarifies: Rosa Parks-Duck Dynasty Comparison Wasn't 'Literal',15419,9.64335579417135,0,0,0,1,5,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California Congressman Files For Reelection In Wrong District,6539,8.785539527561276,0,0,0,0,4,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY Gunman Criticized Veteran Aide From Paul Before Police Standoff,2560,7.847762537473607,0,0,0,1,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obama Signs Autograph For 10-Year-Old Vacationer At The Gym,10213,9.2314166975781,0,0,0,0,3,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ Legislature's Investigation Into Bridge Closure Scandal Will Continue In New Year,2692,7.8980396907646195,0,0,0,0,7,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edward Snowden: 'I Already Won',2913,7.976938756959433,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man Dressed As Santa Claus Shot With Pellet Gun At Toy Giveaway,4487,8.408939605975982,0,0,0,1,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assemblyman: Records Refute Christie's 'False' Claim About Traffic Jam Scandal,18125,9.805047479722877,0,0,0,0,5,1,2,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WATCH: Snowden Delivers Alternative Christmas Address In U.K. (VIDEO),2092,7.645875825184812,0,0,0,0,3,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poll: Majority Say This Congress Is The Worst In Recent Memory,733,6.597145701886651,0,0,0,0,4,0,1,1,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Seinfeld Writer Suggests Rand Paul's Festivus Rant Made Holiday Uncool,15166,9.62681135926088,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ex-Senate Candidate Gomez Apologizes For 'Klan' Remark,11604,9.359105145241292,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"De Blasio Daughter Admits To Substance Abuse, Depression (VIDEO)",7099,8.867709208039386,0,0,0,0,6,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Poll: Pope Enjoys Sky-High Approval Ratings,3197,8.069968149059841,0,0,0,0,3,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHOTOS: Obamas, Bidens Celebrate Christmas With Service Members",1531,7.333676395657684,0,0,0,0,1,0,0,1,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rand Paul Defends McConnell: He's No Arlen Specter,766,6.641182169740591,0,0,0,0,4,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HealthCare.gov Traffic Up 40 Percent After Obama's FunnyOrDie Interview,10347,9.244451901604949,0,0,0,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Blasio Appoints Goldman Sachs Exec To Deputy Mayor Post For 'Fighting Inequality',4693,8.453827315794419,0,0,0,0,6,0,1,2,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York Raising Minimum Wage To $8 By End Of Year,840,6.733401891837358,0,0,0,0,4,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In End-Of-Year Fundraising Pitch, Hillary Clinton Hints At 'Big Plans'",2792,7.934513463882262,0,0,0,0,3,1,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Snowden To Call For End To Surveillance In U.K. Christmas Address,1125,7.0255383146385215,0,0,0,0,5,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pussy Riot Member: Forced Daily Gynecological Exams In Russian Jail,23754,10.075506216334183,0,0,0,2,3,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rev. Jackson: 'Duck Dynasty' Star Worse Than Rosa Parks' Bus Driver,2622,7.8716926643236445,0,0,0,0,8,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Report: Massachusetts, Vermont Withhold Payments To Health Site Contractor",3130,8.048788283534199,0,0,0,1,5,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gun Activist Says He Sent High-Capacity Magazines Magazines To Guvs For Christmas,2463,7.809135398120537,0,0,0,2,1,0,1,1,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyoming GOPer Gave Dying Uncle Marijuana For Pain,1375,7.226209010100671,0,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Groups To Curb Uber-Conservatives: 'No Fools On Our Ticket',8587,9.058004710672485,0,0,0,0,2,0,1,1,0,0,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dolan: Pope Francis Has 'Shattered The Caricature Of The Church',12705,9.449750895754264,0,0,0,0,4,1,1,1,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wall Street Journal Columnist Thinks Obama May Have Bowed To Castro,2297,7.739359202689098,0,0,0,1,2,0,1,0,0,1,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Report: Boehner Used Committee Posts To Whip Support For Budget Deal,1783,7.48605261786314,0,0,0,1,6,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jindal: GOP Candidates Too Focused On Obamacare,1426,7.262628600974241,0,0,0,0,3,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEC Investigating Campaign Donations To Rep. Stockman,5806,8.666647144584575,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poll: Dems Drop 13 Points On Generic Ballot In 2 Months,6548,8.786914938491025,0,0,0,0,3,0,1,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jersey Democrat Seeks To Expand Port Authority Subpoena Power For Traffic Jam Scandal Investigation,1779,7.483806687665834,0,0,0,1,8,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikki Haley Gets New Pistol From Santa,1994,7.597897950521784,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Weiner Nods To What's Next In His Political Future,2951,7.989899374942938,0,0,0,0,3,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Utah County To Issue Same-Sex Licenses After 3rd Stay Denial,3368,8.122074375362217,0,0,0,0,4,0,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anti-Obamacare Georgia GOPer Wanted 'Federal'Health Care Solution,2556,7.8461988154974245,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawsuit Demands San Diego Fix Smelly Rocks,8195,9.01127949117793,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louie Gohmert Backs AZ Anti-Gay Bill For Confronting 'The Religion Of Secularism',3255,8.08794755464267,0,0,0,1,5,0,1,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Judge Rules Texas Gay Marriage Ban Unconstitutional,22472,10.02002536878408,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Military Personnel Held Then Released In Libya,297,5.6937321388027,0,0,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cruz: I'm Trying To Ignore 'The Politics',2517,7.830822995135317,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah To Ask SCOTUS To Block Same-Sex Marriage Decision During Appeal,5277,8.571113033405668,0,0,0,0,5,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rick Scott Now Says He Would Veto Arizona Anti-Gay Bill,2141,7.669028288589683,0,0,0,1,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Carolina Man Walking Through Kitchen Accidentally Shoots Mother In Leg,1007,6.914730892718563,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newspaper Says Mysterious Phone Call With Dem Candidate Was Actually Wrong Number,3674,8.20903626577507,0,0,0,1,6,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glenn Greenwald: I Defend Snowden Like MSNBC Defends Obama '24 Hours A Day',8528,9.051110146405623,0,0,0,1,3,0,1,1,0,0,1,1,2,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"John Kerry And Snoop Dogg Bond, Fist Bump At Kennedy Center Honors",3151,8.055475141757274,0,0,0,0,8,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Father Of Slain Tsarnaev Associate Asks Obama To Keep FBI Out Of Investigation,1356,7.212294468500342,0,0,0,0,7,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Howard Dean: Obamacare Individual Mandate 'Wasn't Necessary',7889,8.97322466309509,0,0,0,1,3,0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
